Symbol,n_change,n_gain,gain_ratio,relative_change,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean
THOCX,406,233,0.57,0.4099999999999999,60,37,0.62,0.11023622047244097,0.2198,798
NGRDX,406,225,0.55,0.4099999999999999,60,35,0.58,0.11023622047244097,0.2198,798
AULGX,406,228,0.56,0.4099999999999999,60,34,0.57,0.11023622047244097,0.2198,798
TWUIX,406,227,0.56,0.4099999999999999,60,34,0.57,0.11023622047244097,0.2198,798
SDLAX,406,225,0.55,0.4099999999999999,60,34,0.57,0.11023622047244097,0.2198,798
APGZX,406,222,0.55,0.4099999999999999,60,32,0.53,0.11023622047244097,0.2197,803
PCUZX,406,232,0.57,0.4099999999999999,60,33,0.55,0.11023622047244097,0.2197,803
PNAIX,406,223,0.55,0.4099999999999999,60,33,0.55,0.11023622047244097,0.2197,803
APGYX,406,224,0.55,0.4099999999999999,60,32,0.53,0.11023622047244097,0.2197,803
VGIAX,406,230,0.57,0.4099999999999999,60,33,0.55,0.11023622047244097,0.2197,803
SPG,406,215,0.53,0.31000000000000005,60,31,0.52,0.11016949152542388,0.2196,808
VSTCX,406,210,0.52,0.20999999999999996,60,31,0.52,0.11009174311926584,0.2194,809
CSSCX,406,204,0.5,0.1100000000000001,60,30,0.5,0.1100000000000001,0.2192,810
FLR,406,199,0.49,0.1100000000000001,60,31,0.52,0.1100000000000001,0.2192,810
QCLGX,406,230,0.57,0.52,60,33,0.55,0.10948905109489049,0.2183,812
THORX,406,233,0.57,0.41999999999999993,60,37,0.62,0.109375,0.2181,813
THOVX,406,234,0.58,0.41999999999999993,60,37,0.62,0.109375,0.2181,813
NSGCX,406,223,0.55,0.32000000000000006,60,34,0.57,0.10924369747899165,0.2178,815
SENEB,406,65,0.16,1.02,60,11,0.18,0.10989010989010994,0.2176,816
DHTAX,406,208,0.51,0.21999999999999997,60,33,0.55,0.1090909090909089,0.2175,817
SYY,406,214,0.53,0.1200000000000001,60,34,0.57,0.10891089108910901,0.2171,818
CSVRX,406,206,0.51,0.1200000000000001,60,30,0.5,0.10891089108910901,0.217,819
ITRN,406,201,0.5,0.6299999999999999,60,30,0.5,0.10884353741496589,0.2169,820
THOIX,406,233,0.57,0.42999999999999994,60,37,0.62,0.10852713178294571,0.2164,821
THOFX,406,233,0.57,0.42999999999999994,60,37,0.62,0.10852713178294571,0.2164,821
AULNX,406,228,0.56,0.42999999999999994,60,34,0.57,0.10852713178294571,0.2164,821
EPGCX,406,215,0.53,0.42999999999999994,60,34,0.57,0.10852713178294571,0.2164,821
CEE,406,207,0.51,0.8400000000000001,60,31,0.52,0.10843373493975905,0.2161,825
CYPSX,406,214,0.53,0.33000000000000007,60,35,0.58,0.10833333333333339,0.216,826
ALBCX,406,236,0.58,0.33000000000000007,60,37,0.62,0.10833333333333339,0.216,826
PFPWX,406,215,0.53,0.22999999999999998,60,33,0.55,0.10810810810810789,0.2155,828
APTV,406,204,0.5,-0.18000000000000005,60,28,0.47,0.10810810810810811,0.2154,829
QILGX,406,232,0.57,0.54,60,34,0.57,0.1079136690647482,0.2151,830
CSVYX,406,206,0.51,0.1299999999999999,60,30,0.5,0.1078431372549018,0.2149,831
CUURX,406,206,0.51,0.1299999999999999,60,30,0.5,0.1078431372549018,0.2149,831
UMPSX,406,203,0.5,0.1299999999999999,60,30,0.5,0.1078431372549018,0.2149,831
CSCZX,406,205,0.5,0.1299999999999999,60,30,0.5,0.1078431372549018,0.2149,831
ACWIX,406,199,0.49,0.1299999999999999,60,29,0.48,0.1078431372549018,0.2149,831
ACWDX,406,197,0.49,0.1299999999999999,60,28,0.47,0.1078431372549018,0.2149,831
EVSAX,406,222,0.55,0.43999999999999995,60,32,0.53,0.10769230769230753,0.2147,837
CFGRX,406,234,0.58,0.43999999999999995,60,35,0.58,0.10769230769230753,0.2147,837
CVTRX,406,231,0.57,0.3400000000000001,60,38,0.63,0.1074380165289257,0.2143,839
QBTS,406,174,0.43,19.74,60,25,0.42,0.10731446876668427,0.2137,840
OVV,406,213,0.52,-0.06999999999999995,60,29,0.48,0.1071428571428572,0.2135,841
EVSIX,406,226,0.56,0.44999999999999996,60,33,0.55,0.10687022900763354,0.2131,842
EVSRX,406,228,0.56,0.44999999999999996,60,33,0.55,0.10687022900763354,0.2131,842
CGIOX,406,232,0.57,0.3500000000000001,60,38,0.63,0.10655737704918034,0.2125,844
GCEUX,406,223,0.55,0.3500000000000001,60,35,0.58,0.10655737704918034,0.2125,844
CGIIX,406,232,0.57,0.3500000000000001,60,38,0.63,0.10655737704918034,0.2125,844
PIGCX,406,228,0.56,0.3500000000000001,60,35,0.58,0.10655737704918034,0.2125,844
DFSIX,406,222,0.55,0.3500000000000001,60,31,0.52,0.10655737704918034,0.2124,848
INVYX,406,232,0.57,0.3500000000000001,60,32,0.53,0.10655737704918034,0.2124,848
GPC,406,202,0.5,0.040000000000000036,60,31,0.52,0.1063829787234043,0.212,850
BIIB,406,188,0.46,-0.48,60,29,0.48,0.1063829787234043,0.212,850
MMECX,406,207,0.51,0.1499999999999999,60,32,0.53,0.10576923076923062,0.2108,852
IYGIX,406,229,0.56,0.3600000000000001,60,36,0.6,0.10569105691056913,0.2108,852
NWAEX,406,218,0.54,0.3600000000000001,60,32,0.53,0.10569105691056913,0.2107,854
CISIX,406,224,0.55,0.3600000000000001,60,34,0.57,0.10569105691056913,0.2107,854
MUIGX,406,216,0.53,0.3600000000000001,60,31,0.52,0.10569105691056913,0.2107,854
PSICX,406,227,0.56,0.3600000000000001,60,34,0.57,0.10569105691056913,0.2107,854
NGISX,406,219,0.54,0.3600000000000001,60,31,0.52,0.10569105691056913,0.2107,854
CSXRX,406,225,0.55,0.3600000000000001,60,34,0.57,0.10569105691056913,0.2107,854
CCERX,406,222,0.55,0.3600000000000001,60,35,0.58,0.10569105691056913,0.2107,854
VSEQX,406,218,0.54,0.26,60,35,0.58,0.10526315789473695,0.2099,861
VPMAX,406,227,0.56,0.26,60,34,0.57,0.10526315789473695,0.2099,861
HWSCX,406,204,0.5,0.050000000000000044,60,33,0.55,0.10526315789473695,0.2099,861
AGCLX,406,216,0.53,0.26,60,34,0.57,0.10526315789473695,0.2099,861
PGNY,406,214,0.53,-0.37,60,34,0.57,0.10526315789473695,0.2099,861
VPMCX,406,227,0.56,0.26,60,34,0.57,0.10526315789473695,0.2099,861
APHTX,406,234,0.58,0.5800000000000001,60,38,0.63,0.104895104895105,0.2092,867
FFIV,406,223,0.55,0.79,60,28,0.47,0.1049382716049383,0.2091,868
POVDX,406,229,0.56,0.3700000000000001,60,35,0.58,0.10483870967741948,0.2091,868
POVYX,406,229,0.56,0.3700000000000001,60,35,0.58,0.10483870967741948,0.2091,868
LCIAX,406,230,0.57,0.3700000000000001,60,35,0.58,0.10483870967741948,0.2091,868
VTCLX,406,229,0.56,0.3700000000000001,60,35,0.58,0.10483870967741948,0.2091,868
GICCX,406,201,0.5,0.3700000000000001,60,34,0.57,0.10483870967741948,0.209,873
VITNX,406,226,0.56,0.3700000000000001,60,32,0.53,0.10483870967741948,0.209,873
JDEAX,406,226,0.56,0.3700000000000001,60,33,0.55,0.10483870967741948,0.209,873
PMYZX,406,227,0.56,0.3700000000000001,60,33,0.55,0.10483870967741948,0.209,873
VITPX,406,225,0.55,0.3700000000000001,60,32,0.53,0.10483870967741948,0.209,873
FSKAX,406,225,0.55,0.3700000000000001,60,31,0.52,0.10483870967741948,0.209,873
VTCIX,406,227,0.56,0.3700000000000001,60,34,0.57,0.10483870967741948,0.209,873
SPIIX,406,232,0.57,0.3700000000000001,60,34,0.57,0.10483870967741948,0.209,873
FDTCX,406,225,0.55,0.3700000000000001,60,34,0.57,0.10483870967741948,0.209,873
FCTDX,406,218,0.54,0.3700000000000001,60,30,0.5,0.10483870967741948,0.2089,882
FSCEX,406,205,0.5,0.15999999999999992,60,32,0.53,0.10476190476190461,0.2088,883
AGCTX,406,216,0.53,0.27,60,34,0.57,0.10434782608695659,0.2081,884
AGCSX,406,221,0.54,0.27,60,35,0.58,0.10434782608695659,0.2081,884
AMIGX,406,222,0.55,0.27,60,34,0.57,0.10434782608695659,0.2081,884
GGEIX,406,213,0.52,0.27,60,34,0.57,0.10434782608695659,0.2081,884
HWSIX,406,206,0.51,0.06000000000000005,60,34,0.57,0.10416666666666674,0.2077,888
HWSZX,406,206,0.51,0.06000000000000005,60,34,0.57,0.10416666666666674,0.2077,888
HWSAX,406,206,0.51,0.06000000000000005,60,34,0.57,0.10416666666666674,0.2077,888
SSPIX,406,231,0.57,0.3799999999999999,60,34,0.57,0.10399999999999987,0.2074,891
BTIEX,406,233,0.57,0.3799999999999999,60,34,0.57,0.10399999999999987,0.2074,891
NGDCX,406,223,0.55,0.3799999999999999,60,35,0.58,0.10399999999999987,0.2074,891
BSPAX,406,234,0.58,0.3799999999999999,60,34,0.57,0.10399999999999987,0.2074,891
BSPSX,406,234,0.58,0.3799999999999999,60,34,0.57,0.10399999999999987,0.2074,891
GICAX,406,200,0.49,0.3799999999999999,60,34,0.57,0.10399999999999987,0.2074,891
CLXRX,406,231,0.57,0.3799999999999999,60,34,0.57,0.10399999999999987,0.2074,891
INDEX,406,230,0.57,0.3799999999999999,60,34,0.57,0.10399999999999987,0.2074,891
PSIFX,406,230,0.57,0.3799999999999999,60,34,0.57,0.10399999999999987,0.2074,891
NINDX,406,231,0.57,0.3799999999999999,60,34,0.57,0.10399999999999987,0.2074,891
JFIVX,406,230,0.57,0.3799999999999999,60,34,0.57,0.10399999999999987,0.2074,891
TWCCX,406,227,0.56,0.3799999999999999,60,34,0.57,0.10399999999999987,0.2074,891
CLPYX,406,231,0.57,0.3799999999999999,60,34,0.57,0.10399999999999987,0.2074,891
BSPPX,406,234,0.58,0.3799999999999999,60,34,0.57,0.10399999999999987,0.2074,891
FDTEX,406,225,0.55,0.3799999999999999,60,34,0.57,0.10399999999999987,0.2074,891
PMYAX,406,228,0.56,0.3799999999999999,60,33,0.55,0.10399999999999987,0.2073,906
NEIAX,406,229,0.56,0.3799999999999999,60,33,0.55,0.10399999999999987,0.2073,906
RRCOX,406,231,0.57,0.3799999999999999,60,33,0.55,0.10399999999999987,0.2073,906
PSIAX,406,226,0.56,0.3799999999999999,60,32,0.53,0.10399999999999987,0.2073,906
SPINX,406,221,0.54,0.3799999999999999,60,32,0.53,0.10399999999999987,0.2073,906
APGCX,406,218,0.54,0.3799999999999999,60,31,0.52,0.10399999999999987,0.2073,906
JDEUX,406,228,0.56,0.3799999999999999,60,33,0.55,0.10399999999999987,0.2073,906
DSPIX,406,228,0.56,0.3799999999999999,60,32,0.53,0.10399999999999987,0.2073,906
GEQZX,406,216,0.53,0.3799999999999999,60,32,0.53,0.10399999999999987,0.2073,906
WMLIX,406,223,0.55,0.3799999999999999,60,32,0.53,0.10399999999999987,0.2073,906
MXLGX,406,211,0.52,0.3799999999999999,60,31,0.52,0.10399999999999987,0.2073,906
COP,406,199,0.49,-0.15000000000000002,60,29,0.48,0.10389610389610393,0.2071,917
WESJX,406,217,0.53,0.16999999999999993,60,36,0.6,0.10377358490566024,0.207,918
MDT,406,228,0.56,0.16999999999999993,60,38,0.63,0.10377358490566024,0.207,918
MMMMX,406,209,0.51,0.16999999999999993,60,33,0.55,0.10377358490566024,0.2069,920
MMEAX,406,209,0.51,0.16999999999999993,60,33,0.55,0.10377358490566024,0.2069,920
FSCDX,406,207,0.51,0.16999999999999993,60,32,0.53,0.10377358490566024,0.2069,920
MWMZX,406,212,0.52,0.16999999999999993,60,31,0.52,0.10377358490566024,0.2069,920
BESIX,406,214,0.53,0.16999999999999993,60,35,0.58,0.10377358490566024,0.2069,920
MMEYX,406,209,0.51,0.16999999999999993,60,33,0.55,0.10377358490566024,0.2069,920
FSCTX,406,208,0.51,0.16999999999999993,60,32,0.53,0.10377358490566024,0.2069,920
RJF,406,227,0.56,0.49,60,36,0.6,0.10370370370370363,0.2068,927
QAACX,406,226,0.56,0.49,60,31,0.52,0.10370370370370363,0.2067,928
AIZ,406,219,0.54,0.28,60,32,0.53,0.10344827586206917,0.2062,929
LCMGX,406,208,0.51,0.28,60,31,0.52,0.10344827586206917,0.2062,929
PACOX,406,231,0.57,0.3899999999999999,60,33,0.55,0.10317460317460303,0.2057,931
BSPGX,406,232,0.57,0.3899999999999999,60,34,0.57,0.10317460317460303,0.2057,931
GIRLX,406,201,0.5,0.3899999999999999,60,34,0.57,0.10317460317460303,0.2057,931
USPRX,406,231,0.57,0.3899999999999999,60,35,0.58,0.10317460317460303,0.2057,931
VINIX,406,234,0.58,0.3899999999999999,60,34,0.57,0.10317460317460303,0.2057,931
VIIIX,406,234,0.58,0.3899999999999999,60,34,0.57,0.10317460317460303,0.2057,931
FDFIX,406,224,0.55,0.3899999999999999,60,33,0.55,0.10317460317460303,0.2057,931
GICIX,406,201,0.5,0.3899999999999999,60,34,0.57,0.10317460317460303,0.2057,931
EPDIX,406,236,0.58,0.3899999999999999,60,34,0.57,0.10317460317460303,0.2057,931
USSPX,406,231,0.57,0.3899999999999999,60,35,0.58,0.10317460317460303,0.2057,931
FXAIX,406,234,0.58,0.3899999999999999,60,35,0.58,0.10317460317460303,0.2057,931
AULRX,406,226,0.56,0.3899999999999999,60,34,0.57,0.10317460317460303,0.2057,931
NGDAX,406,227,0.56,0.3899999999999999,60,35,0.58,0.10317460317460303,0.2057,931
MXGSX,406,215,0.53,0.3899999999999999,60,34,0.57,0.10317460317460303,0.2057,931
WFSPX,406,234,0.58,0.3899999999999999,60,34,0.57,0.10317460317460303,0.2057,931
GGDPX,406,200,0.49,0.3899999999999999,60,33,0.55,0.10317460317460303,0.2057,931
GICUX,406,202,0.5,0.3899999999999999,60,34,0.57,0.10317460317460303,0.2057,931
TRHZX,406,233,0.57,0.3899999999999999,60,34,0.57,0.10317460317460303,0.2057,931
GILD,406,222,0.55,0.5,60,32,0.53,0.10294117647058809,0.2052,949
QKACX,406,226,0.56,0.5,60,31,0.52,0.10294117647058809,0.2052,949
QIACX,406,226,0.56,0.5,60,31,0.52,0.10294117647058809,0.2052,949
WBSNX,406,210,0.52,0.17999999999999994,60,34,0.57,0.10280373831775691,0.205,952
GOVIX,406,204,0.5,-0.14,60,31,0.52,0.10256410256410242,0.2045,953
GMOWX,406,204,0.5,-0.14,60,31,0.52,0.10256410256410242,0.2045,953
GOFIX,406,204,0.5,-0.14,60,31,0.52,0.10256410256410242,0.2045,953
GAAHX,406,203,0.5,-0.14,60,30,0.5,0.10256410256410242,0.2044,956
GEACX,406,202,0.5,-0.14,60,30,0.5,0.10256410256410242,0.2044,956
APGAX,406,222,0.55,0.3999999999999999,60,31,0.52,0.10236220472440927,0.2041,958
FDCAX,406,220,0.54,0.3999999999999999,60,34,0.57,0.10236220472440927,0.2041,958
TWCUX,406,227,0.56,0.3999999999999999,60,34,0.57,0.10236220472440927,0.2041,958
TWUAX,406,227,0.56,0.3999999999999999,60,34,0.57,0.10236220472440927,0.2041,958
PRWAX,406,223,0.55,0.3999999999999999,60,33,0.55,0.10236220472440927,0.2041,958
FICGX,406,218,0.54,0.3999999999999999,60,34,0.57,0.10236220472440927,0.2041,958
ALLIX,406,223,0.55,0.3999999999999999,60,32,0.53,0.10236220472440927,0.2041,958
SDYYX,406,224,0.55,0.3999999999999999,60,34,0.57,0.10236220472440927,0.2041,958
FICIX,406,222,0.55,0.3999999999999999,60,34,0.57,0.10236220472440927,0.2041,958
PCCOX,406,232,0.57,0.3999999999999999,60,33,0.55,0.10236220472440927,0.2041,958
FICHX,406,220,0.54,0.3999999999999999,60,35,0.58,0.10236220472440927,0.2041,958
PSX,406,219,0.54,-0.030000000000000027,60,38,0.63,0.10227272727272729,0.204,969
PH,406,216,0.53,0.6200000000000001,60,34,0.57,0.10204081632653073,0.2035,970
FCDAX,406,208,0.51,0.18999999999999995,60,34,0.57,0.10185185185185164,0.2031,971
ADTN,406,200,0.49,0.18999999999999995,60,30,0.5,0.10185185185185164,0.203,972
RAIWX,406,224,0.55,0.30000000000000004,60,37,0.62,0.10169491525423746,0.2028,973
LMIYX,406,207,0.51,0.30000000000000004,60,31,0.52,0.10169491525423746,0.2027,974
LFMGX,406,208,0.51,0.30000000000000004,60,31,0.52,0.10169491525423746,0.2027,974
TIBRX,406,234,0.58,0.4099999999999999,60,42,0.7,0.1015625,0.2026,976
TIBGX,406,236,0.58,0.4099999999999999,60,42,0.7,0.1015625,0.2026,976
AULYX,406,228,0.56,0.4099999999999999,60,34,0.57,0.1015625,0.2025,978
AULDX,406,228,0.56,0.4099999999999999,60,34,0.57,0.1015625,0.2025,978
OPY,406,215,0.53,0.74,60,33,0.55,0.10126582278481,0.2019,980
A,406,206,0.51,-0.13,60,33,0.55,0.10126582278481,0.2019,980
TIBOX,406,231,0.57,0.41999999999999993,60,42,0.7,0.10077519379844957,0.2011,982
TIBIX,406,235,0.58,0.41999999999999993,60,42,0.7,0.10077519379844957,0.2011,982
VMMSX,406,219,0.54,0.31000000000000005,60,34,0.57,0.10084033613445387,0.2011,982
TIBMX,406,236,0.58,0.41999999999999993,60,42,0.7,0.10077519379844957,0.2011,982
FGRCX,406,227,0.56,0.41999999999999993,60,36,0.6,0.10077519379844957,0.201,986
NTAP,406,224,0.55,0.31000000000000005,60,31,0.52,0.10084033613445387,0.201,986
EVSTX,406,223,0.55,0.41999999999999993,60,32,0.53,0.10077519379844957,0.2009,988
SCHW,406,215,0.53,0.41999999999999993,60,32,0.53,0.10077519379844957,0.2009,988
DAKT,406,211,0.52,0.97,60,31,0.52,0.1005586592178771,0.2005,990
CVTCX,406,232,0.57,0.32000000000000006,60,38,0.63,0.10000000000000009,0.1995,991
PCITX,406,229,0.56,0.32000000000000006,60,31,0.52,0.10000000000000009,0.1994,992
CLFFX,406,204,0.5,0.20999999999999996,60,35,0.58,0.09999999999999987,0.1994,992
VHGEX,406,215,0.53,0.32000000000000006,60,32,0.53,0.10000000000000009,0.1994,992
MXETX,406,202,0.5,0.32000000000000006,60,32,0.53,0.10000000000000009,0.1994,992
TMCI,406,187,0.46,-0.44999999999999996,60,31,0.52,0.10000000000000009,0.1994,992
MISMX,406,209,0.51,0.10000000000000009,60,36,0.6,0.10000000000000009,0.1994,992
NEEGX,406,210,0.52,0.10000000000000009,60,31,0.52,0.10000000000000009,0.1994,992
FTGRX,406,230,0.57,0.42999999999999994,60,36,0.6,0.09999999999999987,0.1994,992
GRC,406,210,0.52,0.20999999999999996,60,29,0.48,0.09999999999999987,0.1993,1000
TRT,406,183,0.45,0.10000000000000009,60,28,0.47,0.10000000000000009,0.1993,1000
KELYB,406,53,0.13,-0.33999999999999997,60,11,0.18,0.10000000000000009,0.1982,1002
EAT,406,223,0.55,2.76,60,33,0.55,0.09941520467836251,0.1982,1002
FZALX,406,232,0.57,0.43999999999999995,60,36,0.6,0.09923664122137388,0.1979,1004
FTRIX,406,231,0.57,0.43999999999999995,60,35,0.58,0.09923664122137388,0.1979,1004
MUOAX,406,226,0.56,0.43999999999999995,60,32,0.53,0.09923664122137388,0.1979,1004
FDSVX,406,223,0.55,0.43999999999999995,60,36,0.6,0.09923664122137388,0.1979,1004
FGTAX,406,231,0.57,0.43999999999999995,60,36,0.6,0.09923664122137388,0.1979,1004
EVSYX,406,228,0.56,0.43999999999999995,60,33,0.55,0.09923664122137388,0.1979,1004
FGDKX,406,222,0.55,0.43999999999999995,60,35,0.58,0.09923664122137388,0.1979,1004
FGRTX,406,230,0.57,0.43999999999999995,60,36,0.6,0.09923664122137388,0.1979,1004
GSLLX,406,213,0.52,0.33000000000000007,60,34,0.57,0.09917355371900838,0.1978,1012
LIVAX,406,220,0.54,0.33000000000000007,60,34,0.57,0.09917355371900838,0.1978,1012
FNSDX,406,218,0.54,0.33000000000000007,60,34,0.57,0.09917355371900838,0.1978,1012
GALLX,406,207,0.51,0.33000000000000007,60,33,0.55,0.09917355371900838,0.1978,1012
PRGSX,406,223,0.55,0.33000000000000007,60,34,0.57,0.09917355371900838,0.1978,1012
FDEEX,406,218,0.54,0.33000000000000007,60,34,0.57,0.09917355371900838,0.1978,1012
CIVIX,406,226,0.56,0.33000000000000007,60,38,0.63,0.09917355371900838,0.1978,1012
LIVPX,406,222,0.55,0.33000000000000007,60,35,0.58,0.09917355371900838,0.1978,1012
CLIQX,406,194,0.48,0.21999999999999997,60,36,0.6,0.09909909909909898,0.1977,1020
MXEBX,406,208,0.51,0.33000000000000007,60,31,0.52,0.09917355371900838,0.1977,1020
RPGIX,406,208,0.51,0.21999999999999997,60,33,0.55,0.09909909909909898,0.1976,1022
CLIFX,406,206,0.51,0.21999999999999997,60,35,0.58,0.09909909909909898,0.1976,1022
PARWX,406,218,0.54,0.21999999999999997,60,34,0.57,0.09909909909909898,0.1976,1022
NEEIX,406,209,0.51,0.1100000000000001,60,31,0.52,0.0990099009900991,0.1974,1025
MUOIX,406,226,0.56,0.44999999999999996,60,32,0.53,0.0984848484848484,0.1964,1026
GGB,406,181,0.45,-0.21999999999999997,60,25,0.42,0.09859154929577474,0.1964,1026
PEG,406,225,0.55,0.44999999999999996,60,35,0.58,0.0984848484848484,0.1964,1026
MUOSX,406,227,0.56,0.44999999999999996,60,32,0.53,0.0984848484848484,0.1964,1026
JORRX,406,218,0.54,0.3400000000000001,60,34,0.57,0.09836065573770503,0.1962,1030
GCEQX,406,221,0.54,0.3400000000000001,60,35,0.58,0.09836065573770503,0.1962,1030
CSXCX,406,222,0.55,0.3400000000000001,60,34,0.57,0.09836065573770503,0.1962,1030
BBGLX,406,225,0.55,0.3400000000000001,60,34,0.57,0.09836065573770503,0.1962,1030
AIIXY,406,38,0.09,-0.56,60,5,0.08,0.09999999999999987,0.1961,1034
CAMLX,406,223,0.55,0.3400000000000001,60,32,0.53,0.09836065573770503,0.1961,1034
CMLIX,406,224,0.55,0.3400000000000001,60,33,0.55,0.09836065573770503,0.1961,1034
IAVGX,406,217,0.53,0.3400000000000001,60,31,0.52,0.09836065573770503,0.1961,1034
FCTGX,406,214,0.53,0.22999999999999998,60,31,0.52,0.09821428571428559,0.1958,1038
FTHNX,406,210,0.52,0.22999999999999998,60,30,0.5,0.09821428571428559,0.1958,1038
FTHAX,406,210,0.52,0.22999999999999998,60,30,0.5,0.09821428571428559,0.1958,1038
APDTX,406,234,0.58,0.5700000000000001,60,37,0.62,0.09790209790209792,0.1953,1041
ARTTX,406,236,0.58,0.5700000000000001,60,38,0.63,0.09790209790209792,0.1953,1041
WLGRX,406,227,0.56,0.3500000000000001,60,36,0.6,0.09756097560975618,0.1946,1043
CVS,406,213,0.52,-0.09999999999999998,60,34,0.57,0.09756097560975618,0.1946,1043
WLGYX,406,227,0.56,0.3500000000000001,60,34,0.57,0.09756097560975618,0.1946,1043
CSXAX,406,225,0.55,0.3500000000000001,60,34,0.57,0.09756097560975618,0.1946,1043
WLGAX,406,228,0.56,0.3500000000000001,60,36,0.6,0.09756097560975618,0.1946,1043
IIVGX,406,220,0.54,0.3500000000000001,60,33,0.55,0.09756097560975618,0.1945,1048
JORAX,406,217,0.53,0.3500000000000001,60,33,0.55,0.09756097560975618,0.1945,1048
AGCHX,406,216,0.53,0.24,60,35,0.58,0.09734513274336298,0.1942,1050
FTHFX,406,211,0.52,0.24,60,30,0.5,0.09734513274336298,0.1941,1051
FCIGX,406,213,0.52,0.24,60,30,0.5,0.09734513274336298,0.1941,1051
FCPGX,406,214,0.53,0.24,60,30,0.5,0.09734513274336298,0.1941,1051
ANOHX,406,207,0.51,0.24,60,33,0.55,0.09734513274336298,0.1941,1051
FTHSX,406,210,0.52,0.24,60,30,0.5,0.09734513274336298,0.1941,1051
ACWZX,406,200,0.49,0.1299999999999999,60,31,0.52,0.09708737864077666,0.1936,1056
FCVIX,406,199,0.49,0.1299999999999999,60,30,0.5,0.09708737864077666,0.1935,1057
FCVFX,406,205,0.5,0.1299999999999999,60,29,0.48,0.09708737864077666,0.1935,1057
QCACX,406,225,0.55,0.47,60,31,0.52,0.09701492537313428,0.1934,1059
PMYCX,406,226,0.56,0.3600000000000001,60,33,0.55,0.09677419354838723,0.193,1060
ILGRX,406,229,0.56,0.3600000000000001,60,35,0.58,0.09677419354838723,0.193,1060
TEMIX,406,232,0.57,0.3600000000000001,60,34,0.57,0.09677419354838723,0.193,1060
FITLX,406,223,0.55,0.3600000000000001,60,37,0.62,0.09677419354838723,0.193,1060
JSLNX,406,225,0.55,0.3600000000000001,60,35,0.58,0.09677419354838723,0.193,1060
HIMDX,406,214,0.53,0.3600000000000001,60,36,0.6,0.09677419354838723,0.193,1060
JANRX,406,225,0.55,0.3600000000000001,60,37,0.62,0.09677419354838723,0.193,1060
OTPSX,406,228,0.56,-0.6599999999999999,60,37,0.62,0.09677419354838723,0.193,1060
ACCO,406,190,0.47,-0.31999999999999995,60,30,0.5,0.09677419354838723,0.1929,1068
D,406,223,0.55,0.3600000000000001,60,27,0.45,0.09677419354838723,0.1929,1068
VHCOX,406,221,0.54,0.25,60,33,0.55,0.09649122807017552,0.1924,1070
VHCAX,406,221,0.54,0.25,60,33,0.55,0.09649122807017552,0.1924,1070
AGCWX,406,219,0.54,0.25,60,34,0.57,0.09649122807017552,0.1924,1070
FTVFX,406,206,0.51,0.1399999999999999,60,30,0.5,0.09615384615384603,0.1917,1073
FAVFX,406,206,0.51,0.1399999999999999,60,30,0.5,0.09615384615384603,0.1917,1073
MEURX,406,229,0.56,0.3700000000000001,60,34,0.57,0.09600000000000009,0.1915,1075
MCO,406,223,0.55,0.3700000000000001,60,31,0.52,0.09600000000000009,0.1914,1076
BRSVX,406,205,0.5,0.030000000000000027,60,32,0.53,0.09574468085106402,0.1909,1077
GGESX,406,215,0.53,0.26,60,34,0.57,0.09565217391304359,0.1908,1078
AGCVX,406,218,0.54,0.26,60,34,0.57,0.09565217391304359,0.1908,1078
AMAGX,406,223,0.55,0.26,60,34,0.57,0.09565217391304359,0.1908,1078
GGEAX,406,213,0.52,0.26,60,33,0.55,0.09565217391304359,0.1908,1078
BGSIX,406,224,0.55,0.49,60,35,0.58,0.09558823529411753,0.1907,1082
ADX,406,233,0.57,0.49,60,36,0.6,0.09558823529411753,0.1907,1082
FVLZX,406,206,0.51,0.1499999999999999,60,30,0.5,0.09523809523809512,0.1899,1084
FVIFX,406,206,0.51,0.1499999999999999,60,30,0.5,0.09523809523809512,0.1899,1084
MCDCX,406,215,0.53,0.1499999999999999,60,31,0.52,0.09523809523809512,0.1899,1084
EPDPX,406,237,0.58,0.3799999999999999,60,34,0.57,0.09523809523809512,0.1899,1084
HBAN,406,203,0.5,0.3799999999999999,60,30,0.5,0.09523809523809512,0.1899,1084
NU,406,211,0.52,0.6100000000000001,60,28,0.47,0.09523809523809534,0.1898,1089
BTEKX,406,224,0.55,0.5,60,36,0.6,0.0948905109489051,0.1893,1090
RISAX,406,224,0.55,0.27,60,37,0.62,0.09482758620689657,0.1892,1091
TAAAX,406,213,0.52,0.27,60,33,0.55,0.09482758620689657,0.1891,1092
HVEIX,406,218,0.54,0.27,60,34,0.57,0.09482758620689657,0.1891,1092
CSMVX,406,219,0.54,0.27,60,34,0.57,0.09482758620689657,0.1891,1092
DIEMX,406,220,0.54,0.27,60,32,0.53,0.09482758620689657,0.1891,1092
AFDIX,406,222,0.55,0.27,60,31,0.52,0.09482758620689657,0.1891,1092
AFDAX,406,221,0.54,0.27,60,31,0.52,0.09482758620689657,0.1891,1092
CSMCX,406,218,0.54,0.27,60,34,0.57,0.09482758620689657,0.1891,1092
DREGX,406,219,0.54,0.27,60,32,0.53,0.09482758620689657,0.1891,1092
MXF,406,211,0.52,0.040000000000000036,60,32,0.53,0.09473684210526323,0.1889,1100
